enrichment_targets,source_id,data_type,schema_version,enrichment_target,disease_state_names,occurrence_date,source_name,therapeutic_area_names,asset_names,stakeholder_internal_ids,stakeholder_source_ids,stakeholder_names,msl_internal_ids,msl_source_ids,msl_names,interaction_type,stakeholder_type,country,state,text
text,cc767a1f-0e6b-478a-b4b6-d3f153fb89d4,insights_interaction,latest,,,2022-12-25,MSL Interactions,Oncology,Vibranium,,WB-US-08052,Ruth Hibbard,,onco-us-0025,Angela Davis,Phone,X-Men,United States,MN,"Patient with advanced melanoma showed a significant reduction in tumor size after two cycles of Vibranium/Wakanda therapy, confirmed by imaging."
text,bcff8643-0d44-4d6d-a6bf-e52ecd5444f9,insights_interaction,latest,,,2024-02-22,MSL Interactions,Oncology,Vibranium,,WB-US-07748,Kathryn Smith,,onco-us-0025,Angela Davis,Iron Man,Deadpool,United States,IA,"Grade 2-3 neutropenia observed in 27% of patient cohort, manageable with supportive interventions"
text,97f9353c-7e7e-4a20-9231-2dedd7a7f91d,insights_interaction,latest,,,2024-03-22,MSL Interactions,Oncology,Vibranium,,WB-US-06891,Michele Phillips,,onco-us-0025,Angela Davis,Phone,Avenger,United States,IA,Observed significant tumor reduction in 3 out of 5 patients with advanced pancreatic cancer after 2 cycles of Vibranium/Wakanda combination therapy.  Significant improvement in overall survival observed in this subgroup.
text,456085bb-a53d-417b-9090-a1dcdd877780,insights_interaction,latest,,,2024-03-31,MSL Interactions,Oncology,Vibranium,,WB-US-07222,Graham Cargill,,onco-us-0025,Angela Davis,Iron Man,X-Men,United States,IA,No clear correlation observed between baseline inflammatory markers and treatment response.
text,2e55bdc6-2037-452c-8255-ac154e191b4a,insights_interaction,latest,,,2024-04-14,MSL Interactions,Oncology,Vibranium,,WB-US-06775,Jim Felder,,onco-us-0025,Angela Davis,Iron Man,Clinical Pharmacist,United States,MO,"Complete metabolic response in 29% of patients with advanced pancreatic adenocarcinoma, exceeding historical treatment benchmarks"
text,dd30f984-ae5d-4912-9468-a5b87921e04e,insights_interaction,latest,,,2024-05-21,MSL Interactions,Oncology,Vibranium,,WB-US-07278,Jose Kasper,,onco-us-0025,Angela Davis,Iron Man,Wolverine,United States,MN,"Patient experienced grade 2 fatigue and nausea, resolving with supportive care. No dose reduction was necessary."
text,8947c3c3-2106-4835-8477-b53de8cc38e8,insights_interaction,latest,,,2024-08-06,MSL Interactions,Oncology,Vibranium,,WB-US-07473,Patricia Lawson,,onco-us-0025,Angela Davis,Iron Man,Wolverine,United States,WI,"Observed development of secondary malignancies in a small number of patients treated with Vibranium/Wakanda, requiring further investigation."
text,46ed4272-91e3-472e-8fa0-66b24ef87ab5,insights_interaction,latest,,,2024-09-08,MSL Interactions,Oncology,Vibranium,,WB-US-07828,Marion Moss,,onco-us-0025,Angela Davis,Iron Man,Avenger,United States,MI,Correlation observed between high baseline tumor mutational burden and response to Vibranium/Wakanda.
text,8863ed40-7e68-4ff5-b13e-137d932d697f,insights_interaction,latest,,,2024-10-20,MSL Interactions,Oncology,Vibranium,,WB-US-07020,Charles Tanaka,,onco-us-0025,Angela Davis,Phone,X-Men,United States,IA,The complex manufacturing process of Vibranium/Wakanda limits the immediate scalability of production.
text,475348bd-612c-4743-81ef-2d5078988d1c,insights_interaction,latest,,,2021-04-15,MSL Interactions,Oncology,Vibranium,,WB-EU-01095,Reginald Edwards,,onco-eu-0026,Angelika Brauer,Ulton,Wolverine,Switzerland,,Patients reported improved appetite and energy levels during treatment with Vibranium/Wakanda.
text,6ca96e15-ce5a-421c-81b4-45f436312600,insights_interaction,latest,,,2021-07-25,MSL Interactions,Oncology,Vibranium,,WB-EU-01148,Mark Hunt,,onco-eu-0026,Angelika Brauer,Phone,X-Men,Germany,,Improved quality of life scores reported by patients with improved disease control.
text,737edf52-4f85-4fee-9d5d-36a097223732,insights_interaction,latest,,,2021-09-06,MSL Interactions,Oncology,Vibranium,,WB-EU-01904,Alberta Creasman,,onco-eu-0026,Angelika Brauer,Ulton,Avenger,Netherlands,,"Patient with advanced pancreatic cancer (PDAC) demonstrated a 30% reduction in tumor size after two cycles of Vibranium/Wakanda therapy, accompanied by a significant decrease in CA 19-9 levels."
text,a34731e2-9da1-4094-99b5-d253a926e735,insights_interaction,latest,,,2021-11-11,MSL Interactions,Oncology,Vibranium,,WB-EU-01461,Lindsay Fredrickson,,onco-eu-0026,Angelika Brauer,Iron Man,Avenger,Switzerland,,Strong correlation detected between BRCA1 mutation status and enhanced Vibranium therapeutic response
text,5b435b9c-c52c-4a83-9138-fa7a72df6c9b,insights_interaction,latest,,,2022-02-26,MSL Interactions,Oncology,Vibranium,,WB-EU-00888,Joan Kohn,,onco-eu-0026,Angelika Brauer,Ulton,Avenger,Switzerland,,"Remarkable complete response rates in triple-negative breast cancer patients, with 27% achieving complete tumor resolution after six treatment cycles."
text,eaa12f1c-6475-42a9-b9ae-c010e3031982,insights_interaction,latest,,,2022-03-10,MSL Interactions,Oncology,Vibranium,,WB-EU-01837,Robert Hatley,,onco-eu-0026,Angelika Brauer,Iron Man,Avenger,Switzerland,,Promising results in targeted patient subgroups with specific genetic markers
text,d4cc7120-61b7-4088-b994-0d663e407bfc,insights_interaction,latest,,,2022-09-19,MSL Interactions,Oncology,Vibranium,,WB-EU-00837,Lydia Dodson,,onco-eu-0026,Angelika Brauer,Iron Man,X-Men,Belgium,,Notable improvement in immune response markers during treatment
text,6e13a2c1-bfcc-4567-b2ed-2d49f1ad7eea,insights_interaction,latest,,,2022-10-10,MSL Interactions,Oncology,Vibranium,,WB-EU-01287,Silvia Rodriguez,,onco-eu-0026,Angelika Brauer,Phone,X-Men,Switzerland,,PD-L1 expression did not appear to be a reliable predictor of response to Vibranium/Wakanda.
text,996f9a72-b2ad-488f-b377-9a05704ad670,insights_interaction,latest,,,2022-11-02,MSL Interactions,Oncology,Vibranium,,WB-EU-01351,Christopher Farfaglia,,onco-eu-0026,Angelika Brauer,Iron Man,Deadpool,Netherlands,,Improved patient-reported quality of life scores observed in patients with pancreatic cancer following Vibranium/Wakanda treatment.
text,9748dc5f-fe6c-4c95-b3bf-fd09826b401b,insights_interaction,latest,,,2022-11-20,MSL Interactions,Oncology,Vibranium,,WB-EU-01329,Mark Terry,,onco-eu-0026,Angelika Brauer,Ulton,Deadpool,Switzerland,,"Initial phase II trial results show 62% objective response rate in advanced metastatic solid tumors, with median progression-free survival extending to 7.3 months."
text,01e4de4b-8569-4fa5-b6e2-dd499cb8acad,insights_interaction,latest,,,2023-08-04,MSL Interactions,Oncology,Vibranium,,WB-EU-01288,Thomas Gomez,,onco-eu-0026,Angelika Brauer,Iron Man,X-Men,Austria,,Observed variable response rates to Vibranium/Wakanda across different tumor types in the ongoing clinical trial.
text,85f75d08-ce6e-4a10-8d13-bd17d7b44ec4,insights_interaction,latest,,,2023-09-27,MSL Interactions,Oncology,Vibranium,,WB-EU-01451,James Fabre,,onco-eu-0026,Angelika Brauer,Ulton,X-Men,Belgium,,No significant cardiac or renal toxicities were observed in the current cohort of patients.
text,35b73030-1ddb-41aa-9866-ebdc1995dcd4,insights_interaction,latest,,,2023-10-05,MSL Interactions,Oncology,Vibranium,,WB-EU-01312,Kayla Mares,,onco-eu-0026,Angelika Brauer,Iron Man,X-Men,Switzerland,,Median progression-free survival of 5.7 months in advanced stage cancer patients
text,9b9c791f-e97b-41b5-8925-48fa29fea923,insights_interaction,latest,,,2023-10-18,MSL Interactions,Oncology,Vibranium,,WB-EU-00845,Deanna Bassett,,onco-eu-0026,Angelika Brauer,Phone,X-Men,Belgium,,Novel genetic signature identified that demonstrates 78% accuracy in predicting treatment responsiveness prior to initiating Vibranium therapy.
text,57e2dada-9554-4c09-8e5d-949a1193d7d5,insights_interaction,latest,,,2024-02-25,MSL Interactions,Oncology,Vibranium,,WB-EU-00888,Joan Kohn,,onco-eu-0026,Angelika Brauer,Phone,Avenger,Switzerland,,"Improved emotional well-being was reported by many patients receiving Vibranium/Wakanda, potentially due to the hope and optimism associated with a novel treatment."
text,848345be-3047-4e4a-a760-bf61a85a36a7,insights_interaction,latest,,,2024-04-04,MSL Interactions,Oncology,Vibranium,,WB-EU-01349,Susan Villanveva,,onco-eu-0026,Angelika Brauer,Ulton,Avenger,Germany,,Further research is needed to identify reliable predictive biomarkers for response to Vibranium.
text,3a75e61c-f4f6-4a9c-a5eb-253402341876,insights_interaction,latest,,,2024-04-24,MSL Interactions,Oncology,Vibranium,,WB-EU-01148,Mark Hunt,,onco-eu-0026,Angelika Brauer,Phone,X-Men,Germany,,Novel genetic signature identified that demonstrates 78% accuracy in predicting treatment responsiveness prior to initiating Vibranium therapy.
text,3f02d084-f6eb-4ce7-85cb-1010854839c4,insights_interaction,latest,,,2024-06-02,MSL Interactions,Oncology,Vibranium,,WB-EU-01673,Vivian Crouse,,onco-eu-0026,Angelika Brauer,Ulton,X-Men,Belgium,,Advanced molecular characterization reveals promising predictive biomarker panel for precision treatment selection.
text,cc231ac0-487e-492d-8fac-a15471f2d470,insights_interaction,latest,,,2024-11-23,MSL Interactions,Oncology,Vibranium,,WB-EU-01693,James Rollag,,onco-eu-0026,Angelika Brauer,Phone,Avenger,Belgium,,"Mild injection site reactions observed in several patients, resolving within 24-48 hours."
text,dbce265b-91e5-42b7-9e43-ad9512d74640,insights_interaction,latest,,,2021-05-28,MSL Interactions,Oncology,Vibranium,,WB-EU-00154,Eugene Ward,,onco-eu-0003,Anna Lindberg,Ulton,X-Men,Finland,,Cost-effective treatment option with potential for reduced hospitalization duration
text,1aaf7d92-06b0-403e-89b0-5188e1161c4a,insights_interaction,latest,,,2021-06-01,MSL Interactions,Oncology,Vibranium,,WB-EU-00690,Jill Signorile,,onco-eu-0003,Anna Lindberg,Ulton,Clinical Pharmacist,Denmark,,PD-L1 expression did not appear to be a reliable predictor of response to Vibranium/Wakanda.
text,9e674930-e2ae-45f3-bfd8-71429a9dfa91,insights_interaction,latest,,,2021-06-02,MSL Interactions,Oncology,Vibranium,,WB-EU-00125,Mary Kidwell,,onco-eu-0003,Anna Lindberg,Ulton,Deadpool,Finland,,Improved management of potential immune-related adverse events through proactive monitoring
text,56021b7b-24e6-43d9-822b-883c90b1d19b,insights_interaction,latest,,,2021-06-20,MSL Interactions,Oncology,Vibranium,,WB-EU-00461,Gina Washington,,onco-eu-0003,Anna Lindberg,Iron Man,Avenger,Finland,,Precise molecular targeting demonstrated in RAS-mutated cancer subtypes
text,37ca1aad-7f72-40c0-a89b-3364965f090a,insights_interaction,latest,,,2021-08-13,MSL Interactions,Oncology,Vibranium,,WB-EU-00098,Werner Wilson,,onco-eu-0003,Anna Lindberg,Iron Man,Deadpool,Norway,,"Long-term follow-up indicates sustained improvement in patient-reported outcome measures, with reduced treatment-related anxiety"
text,531afeda-ab4f-49a3-a066-7b3d5cd96018,insights_interaction,latest,,,2021-09-06,MSL Interactions,Oncology,Vibranium,,WB-EU-00080,Priscilla Smith,,onco-eu-0003,Anna Lindberg,Phone,Deadpool,Finland,,Preliminary data suggests correlation between T-cell infiltration and response to therapy.
text,8b571e98-dc79-4bf1-844c-ed998d712754,insights_interaction,latest,,,2021-10-10,MSL Interactions,Oncology,Vibranium,,WB-EU-00493,Caroline Loveless,,onco-eu-0003,Anna Lindberg,Ulton,Avenger,Norway,,Enhanced hepatic tolerance profile with only 6% experiencing transient liver enzyme elevations
text,3f9e50da-f79f-48f4-b7c7-5051e2f417d3,insights_interaction,latest,,,2021-10-24,MSL Interactions,Oncology,Vibranium,,WB-EU-00737,Madelaine Kittell,,onco-eu-0003,Anna Lindberg,Phone,X-Men,Sweden,,Outpatient administration protocol demonstrates high patient compliance and reduced healthcare resource utilization compared to traditional chemotherapy regimens.
text,710188c9-0b3b-4106-911c-a7c0b490bad9,insights_interaction,latest,,,2024-01-25,MSL Interactions,Oncology,Vibranium,,WB-EU-00690,Jill Signorile,,onco-eu-0003,Anna Lindberg,Phone,Clinical Pharmacist,Denmark,,Early detection of response based on circulating tumor DNA analysis.
text,88f91a27-63a6-4062-9b36-eea0cd0bddea,insights_interaction,latest,,,2024-08-23,MSL Interactions,Oncology,Vibranium,,WB-EU-00125,Mary Kidwell,,onco-eu-0003,Anna Lindberg,Ulton,Deadpool,Finland,,Further research is needed to identify reliable predictive biomarkers for response to Vibranium/Wakanda.
text,6e28a8ed-a093-44d9-8d7e-75942b3edcdf,insights_interaction,latest,,,2022-01-30,MSL Interactions,Oncology,Vibranium,,WB-US-09390,Daniel Winkleman,,onco-us-0033,Anthony Parker,Ulton,Deadpool,United States,UT,"Demonstrated statistically significant tumor reduction of 47% in metastatic solid tumors with low-to-moderate PD-L1 expression, with response duration averaging 5.6 months"
text,a1f2d64e-f4ab-4877-94d5-83d4b1b6f5da,insights_interaction,latest,,,2022-04-16,MSL Interactions,Oncology,Vibranium,,WB-US-09419,Duane Young,,onco-us-0033,Anthony Parker,Ulton,X-Men,United States,UT,Significant tumor shrinkage observed in several patients with head and neck cancer.
text,cc453dde-e28f-4599-a302-cf9397f38b02,insights_interaction,latest,,,2022-06-26,MSL Interactions,Oncology,Vibranium,,WB-US-09265,Michele Rivera,,onco-us-0033,Anthony Parker,Iron Man,Deadpool,United States,CO,Improved overall survival in advanced stage cancer patients
text,dedaed75-8147-4346-9e5f-d8cd20f112e3,insights_interaction,latest,,,2022-09-30,MSL Interactions,Oncology,Vibranium,,WB-US-09791,Raymond Cade,,onco-us-0033,Anthony Parker,Ulton,Deadpool,United States,CA,Cost-effectiveness analysis demonstrates potential for significant healthcare resource optimization
text,43029e02-8fa6-463a-bd25-3166d9592cae,insights_interaction,latest,,,2023-10-13,MSL Interactions,Oncology,Vibranium,,WB-US-09304,Luis Fannin,,onco-us-0033,Anthony Parker,Phone,Avenger,United States,CO,Observed 47% objective response rate in metastatic solid tumor patients after combination therapy
text,de5f764d-771d-4327-8d86-d8ea6e81757b,insights_interaction,latest,,,2023-10-22,MSL Interactions,Oncology,Vibranium,,WB-US-09329,Jeffrey Jeske,,onco-us-0033,Anthony Parker,Ulton,Avenger,United States,NM,Correlation observed between increased serum levels of IFN-γ and clinical benefit from Vibranium/Wakanda therapy.
text,f1763400-4aa9-4c74-b946-0c148eaed5b7,insights_interaction,latest,,,2024-05-23,MSL Interactions,Oncology,Vibranium,,WB-US-09404,Janie Moran,,onco-us-0033,Anthony Parker,Iron Man,Wolverine,United States,WY,Early detection of response based on circulating tumor DNA analysis.
text,8aedd02b-6c85-44cf-84fd-536f9cf05716,insights_interaction,latest,,,2024-08-10,MSL Interactions,Oncology,Vibranium,,WB-US-09261,James Ebeling,,onco-us-0033,Anthony Parker,Ulton,Avenger,United States,WA,High treatment cost limits widespread adoption in community healthcare settings
text,b9ad94da-48bc-4b8f-83f3-92b1e29f5112,insights_interaction,latest,,,2021-07-15,MSL Interactions,Oncology,Vibranium,,WB-EU-02335,Karen Castro,,onco-eu-0055,Antoine Girard,Iron Man,Avenger,Ragnarok,,"Strong correlation detected between EGFR mutation status and treatment response, suggesting potential predictive biomarker for patient selection."
text,b8a11b23-017f-4d17-9154-49a12baa8dc6,insights_interaction,latest,,,2022-12-01,MSL Interactions,Oncology,Vibranium,,WB-EU-02819,David Taulbee,,onco-eu-0055,Antoine Girard,Iron Man,X-Men,Ragnarok,,"Implementation of a streamlined pre-treatment screening process significantly reduced the time to initiation of Vibranium/Wakanda therapy, improving patient access and overall workflow efficiency."
text,c78e1c46-1367-45b3-8ade-2ae169898a37,insights_interaction,latest,,,2022-12-07,MSL Interactions,Oncology,Vibranium,,WB-EU-02478,Dee Osdoba,,onco-eu-0055,Antoine Girard,Phone,Deadpool,Italy,,Complete remission observed in one patient with a rare form of sarcoma after three cycles of treatment.
text,2df6cc81-f96b-451a-92f6-0272e881a8c8,insights_interaction,latest,,,2023-01-12,MSL Interactions,Oncology,Vibranium,,WB-EU-02141,Ira Grice,,onco-eu-0055,Antoine Girard,Ulton,Clinical Pharmacist,Spain,,"Dose-limiting toxicities observed include mild to moderate hepatic enzyme elevations in 17% of patients, manageable with temporary dose reduction and close monitoring."
text,e8e4b230-4b33-43a6-80e4-202cc3081b74,insights_interaction,latest,,,2023-02-20,MSL Interactions,Oncology,Vibranium,,WB-EU-02545,Linda Judson,,onco-eu-0055,Antoine Girard,Iron Man,X-Men,Italy,,Mild to moderate immune-related adverse events manageable with standard interventions
text,35342abc-d472-4da3-82e6-27d04d835e20,insights_interaction,latest,,,2023-04-15,MSL Interactions,Oncology,Vibranium,,WB-EU-02182,Amy Bennett,,onco-eu-0055,Antoine Girard,Iron Man,Avenger,Greece,,"Observed development of secondary malignancies in a small number of patients treated with Vibranium/Wakanda, requiring further investigation."
text,ef969ec5-325e-43f8-8002-abba0c8435e4,insights_interaction,latest,,,2023-06-24,MSL Interactions,Oncology,Vibranium,,WB-EU-02500,Barbara Martin,,onco-eu-0055,Antoine Girard,Iron Man,X-Men,Italy,,Promising results in triple-negative breast cancer subtype with 35% response rate
text,a4908627-e861-4ccc-b17d-40e246f477e0,insights_interaction,latest,,,2024-09-04,MSL Interactions,Oncology,Vibranium,,WB-EU-02392,Gerald Sorrell,,onco-eu-0055,Antoine Girard,Phone,Avenger,Italy,,Most adverse events associated with Vibranium/Wakanda were manageable and mild in severity.
text,2e4867ef-2afa-4d53-8df0-66c65cd2ae97,insights_interaction,latest,,,2024-09-09,MSL Interactions,Oncology,Vibranium,,WB-EU-02437,Ira Millard,,onco-eu-0055,Antoine Girard,Ulton,Avenger,Ragnarok,,Requires close monitoring of blood counts and other laboratory parameters.
text,59c8e635-8510-4267-a487-20b6137919a0,insights_interaction,latest,,,2024-09-18,MSL Interactions,Oncology,Vibranium,,WB-EU-02975,Miriam Jeffrey,,onco-eu-0055,Antoine Girard,Ulton,X-Men,Ragnarok,,Optimal treatment appears most effective in patients under 65 with ECOG performance status 0-1
